kernel,InputData,thread,event/metric,invocation,min,max,avg
__omp_offloading_2f_3253403_main_l37,default,16,1,tensor_pipe_active_cycles_s2,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,tensor_pipe_active_cycles_s3,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,pcie_tx_active_pulse,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,pcie_rx_active_pulse,1,1,1
__omp_offloading_2f_3253403_main_l37,default,16,1,active_cycles_sys,352526408,352526408,352526408
__omp_offloading_2f_3253403_main_l37,default,16,1,elapsed_cycles_sys,352526408,352526408,352526408
__omp_offloading_2f_3253403_main_l27,default,16,1,fb_subp0_read_sectors,822570931,822570931,822570931
__omp_offloading_2f_3253403_main_l27,default,16,1,fb_subp1_read_sectors,823863538,823863538,823863538
__omp_offloading_2f_3253403_main_l27,default,16,1,fb_subp0_write_sectors,2005280254,2005280254,2005280254
__omp_offloading_2f_3253403_main_l27,default,16,1,fb_subp1_write_sectors,2004854093,2004854093,2004854093
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_write_sector_misses,2004899199,2004899199,2004899199
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_write_sector_misses,2005722496,2005722496,2005722496
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_read_sector_misses,821666486,821666486,821666486
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_read_sector_misses,824976840,824976840,824976840
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_read_tex_sector_queries,933959887,933959887,933959887
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_read_tex_sector_queries,937378778,937378778,937378778
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_write_tex_sector_queries,2288170880,2288170880,2288170880
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_write_tex_sector_queries,2292009088,2292009088,2292009088
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_read_tex_hit_sectors,111109176,111109176,111109176
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_read_tex_hit_sectors,111270080,111270080,111270080
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_write_tex_hit_sectors,496302620,496302620,496302620
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_write_tex_hit_sectors,499242060,499242060,499242060
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_total_read_sector_queries,933724099,933724099,933724099
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_total_read_sector_queries,938067741,938067741,938067741
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_total_write_sector_queries,2288180332,2288180332,2288180332
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_total_write_sector_queries,2291999855,2291999855,2291999855
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_read_sysmem_sector_queries,0,0,0
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_read_sysmem_sector_queries,893549,893549,893549
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp0_write_sysmem_sector_queries,0,0,0
__omp_offloading_2f_3253403_main_l27,default,16,1,l2_subp1_write_sysmem_sector_queries,5,5,5
__omp_offloading_2f_3253403_main_l27,default,16,1,elapsed_cycles_sm,3.3352e+10,3.3352e+10,3.3352e+10
__omp_offloading_2f_3253403_main_l27,default,16,1,prof_trigger_00,0,0,0
__omp_offloading_2f_3253403_main_l27,default,16,1,prof_trigger_01,0,0,0
__omp_offloading_2f_3253403_main_l27,default,16,1,prof_trigger_02,0,0,0
__omp_offloading_2f_3253403_main_l27,default,16,1,prof_trigger_03,0,0,0
__omp_offloading_2f_3253403_main_l27,default,16,1,prof_trigger_04,0,0,0
